analysis,shift,interval,k,env_steps,e_total,drift_over_spread,shift_over_spread,natural_spread,bias_fraction,bias_norm,bias_cos_adjacent_k,bias_cos_to_final_k,participation_ratio,top10_dim_share,pred_norm,true_norm,norm_ratio
drift_structure,id,3,10,50,0.03760744631290436,0.04584445059299469,,0.82032710313797,0.08165331184864044,0.7678465843200684,0.9186065196990967,0.9999998807907104,179.34544372558594,0.08541622757911682,13.027822494506836,12.928515434265137,1.0076812505722046
drift_structure,id,5,0,0,0.0,0.0,,0.9579008221626282,nan,0.0,nan,nan,inf,nan,13.610753059387207,13.610753059387207,1.0
drift_structure,id,5,1,5,0.01629195548593998,0.017142318189144135,,0.9503939747810364,0.03919818997383118,0.35016298294067383,nan,0.44046860933303833,185.3448486328125,0.07434672117233276,13.541534423828125,13.547405242919922,0.9995666742324829
drift_structure,id,5,2,10,0.036431167274713516,0.03852643445134163,,0.9456148147583008,0.03603263571858406,0.5020363330841064,0.9215238690376282,0.5503943562507629,184.57752990722656,0.07452446967363358,13.648584365844727,13.513457298278809,1.009999394416809
drift_structure,id,5,3,15,0.06605663895606995,0.07060762494802475,,0.9355454444885254,0.033732328563928604,0.6540817022323608,0.9374988675117493,0.6313598155975342,182.7896728515625,0.08124850690364838,13.695630073547363,13.444904327392578,1.018648386001587
drift_structure,id,5,4,20,0.10246343165636063,0.11151665449142456,,0.9188172817230225,0.034099873155355453,0.81905198097229,0.9654350280761719,0.6962285041809082,183.18850708007812,0.0777479037642479,13.696362495422363,13.331555366516113,1.0273641347885132
drift_structure,id,5,5,25,0.15312577784061432,0.16870658099651337,,0.9076455235481262,0.03451945632696152,1.0074111223220825,0.9514238834381104,0.8000291585922241,182.06500244140625,0.07785841822624207,13.688878059387207,13.26329231262207,1.0320874452590942
drift_structure,id,5,6,30,0.023162588477134705,0.02573223225772381,,0.9001390933990479,0.05593903735280037,0.4987715184688568,0.8177090883255005,0.8326417207717896,182.52903747558594,0.08011625707149506,13.227041244506836,13.213936805725098,1.000991702079773
drift_structure,id,5,7,35,0.05185498297214508,0.05819348990917206,,0.891078770160675,0.06008504703640938,0.7734443545341492,0.9498958587646484,0.9036555886268616,181.6620330810547,0.08413779735565186,13.298171043395996,13.154193878173828,1.0109453201293945
drift_structure,id,5,8,40,0.09085118770599365,0.10337824374437332,,0.8788231015205383,0.06357935816049576,1.0531105995178223,0.9735711812973022,0.9402252435684204,179.07691955566406,0.08614081144332886,13.383697509765625,13.106698989868164,1.0211341381072998
drift_structure,id,5,9,45,0.14401443302631378,0.1685938835144043,,0.8542091250419617,0.07723909616470337,1.461410403251648,0.9780251383781433,0.9793796539306641,178.0559539794922,0.08770553022623062,13.427284240722656,13.022684097290039,1.0310689210891724
drift_structure,id,5,10,50,0.20580507814884186,0.25088173151016235,,0.82032710313797,0.10005402565002441,1.9883642196655273,0.9793796539306641,1.0,177.75596618652344,0.08682511746883392,13.450850486755371,12.928515434265137,1.040401816368103
drift_structure,id,10,0,0,0.0,0.0,,0.9579008221626282,nan,0.0,nan,nan,inf,nan,13.610753059387207,13.610753059387207,1.0
drift_structure,id,10,1,5,0.01629195362329483,0.017142316326498985,,0.9503939747810364,0.039198193699121475,0.35016298294067383,nan,0.38840562105178833,185.34481811523438,0.07434673607349396,13.541534423828125,13.547405242919922,0.9995666742324829
